ID,Age,Canterburygroup,Group,Group2,Gender,Timestamp,Time_norm,phoneme,F1,F2,F1norm,F2norm
P01,34,26-35,>30,28-50,M,1097.374572,0.8594119869,TRAP,566.7603346,2067.705344,0.5198808389,1.094706352
P01,34,,>30,28-50,M,1099.218414,0.8608559971,THOUGHT,379.6247503,648.9045479,-1.094482072,-1.801691759
P01,34,,>30,28-50,M,1103.347158,0.8640894347,LOT,598.1706295,855.7569119,0.7908480915,-1.379414863
P01,34,,>30,28-50,M,1113.220344,0.8718216479,NURSE,443.3259578,1694.523438,-0.5449507409,0.3328775088
P01,34,26-35,>30,28-50,M,1119.271383,0.876560536,DRESS,352.0963647,2543.517312,-1.33196125,2.066048409
P01,34,26-35,>30,28-50,M,1126.29151,0.8820583684,DRESS,362.3706704,2128.908001,-1.243327876,1.219647964
P01,34,,>30,28-50,M,1143.14224,0.8952550651,START,732.3534311,1284.586388,1.948403128,-0.5039847908
P01,34,,>30,28-50,M,1144.315727,0.8961740844,GOOSE,376.4729724,1570.832505,-1.12167152,0.08036976751
P01,34,26-35,>30,28-50,M,1149.561948,0.9002826771,DRESS,354.3296199,2374.219874,-1.312695622,1.720437679
P01,34,26-35,>30,28-50,M,1155.159804,0.904666654,KIT,507.8098298,1480.510605,0.01133240375,-0.1040170606
P01,34,26-35,>30,28-50,M,1169.072309,0.915562272,KIT,508.2594383,1754.137917,0.01521104268,0.4545769507
P01,34,26-35,>30,28-50,M,1175.892297,0.9209033643,DRESS,382.9323645,2142.505211,-1.06594827,1.247405868
P01,34,,>30,28-50,M,1177.178302,0.921910503,START,689.6609791,1416.714131,1.580108069,-0.2342537996
P01,34,26-35,>30,28-50,M,1177.966087,0.9225274589,KIT,527.2397897,1624.897993,0.1789488775,0.1907412723
P01,34,,>30,28-50,M,1182.09057,0.925757559,LOT,597.2204443,864.127595,0.7826511264,-1.362326607
P01,34,,>30,28-50,M,1186.06356,0.9288690176,FLEECE,406.3335965,2262.776918,-0.8640728157,1.492933459
P01,34,26-35,>30,28-50,M,1188.158642,0.9305097867,DRESS,380.0110433,2436.053272,-1.091149637,1.846666913
P01,34,,>30,28-50,M,1188.831452,0.9310367004,GOOSE,345.4618613,1394.709712,-1.389195133,-0.2791745226
P01,34,,>30,28-50,M,1189.874735,0.9318537501,FLEECE,337.859742,2626.683371,-1.454776351,2.235827012
P01,34,26-35,>30,28-50,M,1191.393144,0.9330428961,DRESS,365.0556999,2169.472419,-1.220164927,1.30245783
P01,34,,>30,28-50,M,1197.341983,0.9377017467,GOOSE,377.4190949,1635.778357,-1.113509603,0.2129528933
P01,34,,>30,28-50,M,1207.958568,0.9460161546,FOOT,499.0418055,840.7200648,-0.06430672839,-1.410111699
P01,34,,>30,28-50,M,1210.066424,0.9476669284,FLEECE,395.0448246,2251.327725,-0.9614576863,1.469560609
P01,34,26-35,>30,28-50,M,1212.463845,0.9495444752,DRESS,393.2122629,2203.440477,-0.9772666506,1.371801617
P01,34,26-35,>30,28-50,M,1213.115364,0.9500547144,KIT,498.877616,1654.015677,-0.06572314257,0.2501833057
P01,34,,>30,28-50,M,1217.836012,0.9537517027,FLEECE,403.829306,2148.545863,-0.885676584,1.259737501
P01,34,,>30,28-50,M,1233.136722,0.9657344969,NURSE,434.1523373,1603.110825,-0.6240888307,0.146264055
P01,34,,>30,28-50,M,1237.742394,0.9693414423,FLEECE,356.0187234,2422.044068,-1.29812423,1.81806795
P01,34,,>30,28-50,M,1243.678459,0.9739902882,THOUGHT,443.4788743,653.292474,-0.5436315753,-1.792734067
P01,34,26-35,>30,28-50,M,1245.592888,0.9754895789,DRESS,359.103794,2093.737712,-1.271510245,1.147849895
P01,34,,>30,28-50,M,1250.234431,0.9791246163,NURSE,504.0650784,1500,-0.02097245044,-0.06423061136
P01,34,26-35,>30,28-50,M,1252.082532,0.9805719614,DRESS,460.9375727,2076.032995,-0.3930205881,1.111706759
P01,34,,>30,28-50,M,1252.806442,0.9811388938,THOUGHT,393.8862477,648.1834492,-0.9714523845,-1.803163839
P01,34,,>30,28-50,M,1262.639499,0.9888396802,START,692.842529,1450,1.607554351,-0.1663026612
P01,34,26-35,>30,28-50,M,1262.971646,0.9890998021,KIT,489.6172819,1450.311444,-0.1456092841,-0.165666866
P01,34,,>30,28-50,M,1272.082597,0.9962350688,NURSE,481.769169,1500,-0.2133126156,-0.06423061136
P01,34,,>30,28-50,M,1276.885955,0.9999968322,NURSE,468.3365469,1521.346173,-0.3291918429,-0.0206536596
P02,77,,>30,>50,F,20.10238603,0.013789943,FOOT,453.2661431,1157.328201,-0.3351179778,-0.8659932821
P02,77,76+,>30,>50,F,20.77964667,0.01425453389,KIT,492.6610132,1716.547564,-0.02244984856,0.07186222066
P02,77,76+,>30,>50,F,24.4238165,0.01675438113,DRESS,400.815782,2240.164922,-0.7514045716,0.9500103199
P02,77,76+,>30,>50,F,29.85997262,0.02048350477,KIT,439.351599,1436.984465,-0.4455545519,-0.3969874076
P02,77,,>30,>50,F,30.76730744,0.0211059232,THOUGHT,396.6925106,792.9587358,-0.7841300395,-1.477069956
P02,77,,>30,>50,F,33.06156836,0.02267975265,START,667.9933214,1405.193905,1.369122826,-0.4503027153
P02,77,,>30,>50,F,33.95270078,0.02329105647,THOUGHT,411.6179265,783.4198583,-0.6656704062,-1.493067415
P02,77,,>30,>50,F,38.39402906,0.02633774276,FLEECE,314.8677217,2662.693914,-1.43355479,1.658625162
P02,77,,>30,>50,F,40.71745432,0.02793157852,NURSE,389.2777504,1661.549037,-0.8429793058,-0.02037469772
P02,77,76+,>30,>50,F,47.99744442,0.03292554532,KIT,538.6011901,1596.177031,0.3421668928,-0.13000877
P02,77,76+,>30,>50,F,49.60659108,0.03402939641,KIT,568.2042662,1719.645456,0.5771197788,0.07705763281
P02,77,,>30,>50,F,54.88396144,0.03764959534,FLEECE,416.9810879,2579.800119,-0.6231042132,1.519605651
P02,77,,>30,>50,F,82.20545443,0.05639174019,FLEECE,250.4325503,2511.639287,-1.944962098,1.405294496
P02,77,,>30,>50,F,84.57935474,0.0580202011,FLEECE,250.6743937,2876.486518,-1.943042642,2.017172422
P02,77,,>30,>50,F,90.46917749,0.06206053342,FLEECE,281.0587814,2661.932365,-1.701888664,1.657347984
P02,77,,>30,>50,F,104.0375703,0.0713682526,GOOSE,402.9153446,1693.890975,-0.7347408202,0.03386531315
P02,77,76+,>30,>50,F,106.1989715,0.07285094222,TRAP,562.8994976,2360.769829,0.5350170356,1.152274376
P02,77,,>30,>50,F,107.7446812,0.07391127647,THOUGHT,441.4984931,742.2991606,-0.4285151412,-1.562030107
P02,77,76+,>30,>50,F,111.0939672,0.07620883772,TRAP,488.5000669,1961.564226,-0.0554743338,0.4827747186
P02,77,76+,>30,>50,F,116.3032889,0.07978235622,KIT,455.4136331,1625.237739,-0.318073838,-0.0812716431
P02,77,76+,>30,>50,F,116.9449042,0.08022249496,KIT,444.4469596,1506.631008,-0.4051138328,-0.2801845969
P02,77,,>30,>50,F,117.8846438,0.08086714262,THOUGHT,453.2734855,733.5916088,-0.3350597027,-1.576633366
P02,77,,>30,>50,F,130.1730465,0.08929680723,THOUGHT,495.9140938,655.2229208,0.003369112037,-1.708063911
P02,77,,>30,>50,F,132.8515528,0.09113422342,NURSE,446.9791168,1775.95977,-0.3850166765,0.1715012316
P02,77,76+,>30,>50,F,135.6869742,0.09307928102,KIT,528.9810522,1642.708834,0.2658140448,-0.05197122188
P02,77,76+,>30,>50,F,137.20676,0.09412183188,TRAP,573.4582079,2509.72277,0.6188191193,1.402080345
P02,77,,>30,>50,F,143.9164253,0.09872456424,FLEECE,304.93486,2800,-1.512389655,1.888898427
P02,77,,>30,>50,F,146.0343276,0.1001774142,START,654.4973527,1390.945965,1.262008391,-0.4741976463
P02,77,,>30,>50,F,156.7705388,0.1075422982,NURSE,378.0011047,1773.264232,-0.9324794791,0.1669805998
P02,77,76+,>30,>50,F,158.8250041,0.1089516314,DRESS,370.6503112,1890.754999,-0.9908210566,0.3640219926
P02,77,76+,>30,>50,F,160.2637779,0.1099386092,KIT,493.4048833,1705.862555,-0.01654592092,0.05394260865
P02,77,,>30,>50,F,161.2553653,0.1106188236,FOOT,452.438841,1338.071126,-0.3416840871,-0.5628729713
